og_representation,mapping,confusion,count
मेहताब,Mehtab,,90
रिषभ,Rishabh,,90
श्‍यामवती,Shyamvati,,90
सुमनदेवी,Sumandevi,,90
स्वरुप,Swaroop,,90
ह,H,,90
एच०यू०एफ०,,y,89
मोहनसिह,Mohansih,y,89
यशपालसिंह,Yashpal singh,y,89
लव,Lav,y,89
अमीर,Amir,,89
इन्दल,Indal,,89
इमरती,Imrati,,89
उस्मान,Usman,,89
जयकिशन,Jay kishan,,89
डवलपमेन्‍ट,Development,,89
नफीस,Nafis,,89
प्रेरणा,Prerna,,89
बासदेव,Basdev,,89
रक्षपाल,Rakshpal,,89
रामचन्द्र,Ramchandra,,89
व्यास,Vyas,,89
शिप्रा,Shipra,,89
साकिर,Sakir,,89
सुखलाल,Sukhlal,,89
सुनीलकान्त,Sunilkant,,89
सुलेमान,Suleman,,89
हरीकान्त,Harikant,,89
हवलदार,Havaldar,,89
विश्वास,Vishrawas,y,88
अंशु,Anshu,,88
एग्रो,Agro,,88
जेन,Jen,,88
नन्दनी,Nandani,,88
पंजवानी,Panjvani,,88
मंजूलता,Manjulata,,88
रतनेश,Ratnesh,,88
शमीना,Shameena,,88
साईंबाबा,Sai baba,,88
सिद्वू,Sidvu,,88
सुन्दरी,Sundari,,88
एल०डी०बी०,,y,87
नाहरसिंह,Nahar singh,y,87
बलवीरसिंह,Balveer singh,y,87
उमाकान्त,Umakant,,87
कन्सट्रक्शन,Construction,,87
कोआपरेटिव,Cooperative,,87
जसराम,Jasram,,87
दुवे,Duve,,87
देवदत्त,Dev datt,,87
नम्रता,Namrata,,87
मनवीर,Manveer,,87
महेशचन्द्र,Maheshchandra,,87
राजपति,Rajpati,,87
वैजन्ती,Vaijanti,,87
सन्ता,Santa,,87
हरिकेश,Harikesh,,87
बिल्‍डवैल,Buildwell,y,86
वीरेन्द्रसिंह,Virendra singh,y,86
अग्निहोत्री,Agnihotri,,86
अनन्‍त,Anant,,86
चौपडा,Chaupda,,86
रामभरत,Ram bharat,,86
विपती,Vipati,,86
सिद्धि,Siddhi,,86
सोहनलाल,Sohanlal,,86
धनश्याम,Dhan shyam,y,85
महेन्द्रसिंह,Mahendra singh,y,85
वीरीसिह,Veerisih,y,85
होतमसिंह,Hotam singh,y,85
इलाही,Ilahi,,85
कनोजिया,Kanojiya,,85
किताब,Kitab,,85
खंडेलवाल,Khandelval,,85
चि,Chi,,85
झम्मन,Jhamman,,85
नैमीचंद,Naimichand,,85
बधेल,Badhel,,85
मुबीना,Mubeena,,85
विजयलक्ष्मी,Vijay Lakshmi,,85
सर्विसेज,Services,,85
हरिभेजी,Haribheji,,85
हरीकिशन,Hari kishan,,85
देवीसिह,Devisih,y,84
निनुआ,Ninuaa,y,84
पूरनसिह,pooransih,y,84
बच्‍चू,Bachchu,y,84
सिहँ,,y,84
ंसिंह,,y,84
अनीतादेवी,Anitadevi,,84
उल्ला,Ulla,,84
गुरूदयाल,Gurudayal,,84
चरनजीत,Charanjeet,,84
दारा,Dara,,84
दीपमाला,Deepmala,,84
महावीरी,Mahaveeri,,84
रशीद,Rasheed,,84
राधाकृष्ण,Radha krishn,,84
लाला,Lala,,84
वीरभान,Veer bhan,,84
सुन्दरलाल,Sundarlal,,84
सेवाराम,Sevaram,,84
हीरेन्द्र,Hirendra,,84
रामबाई,Ram bai,i,83
जालिम,Jalim,y,83
विजयसिह,Vijaysih,y,83
शिवसिह,Shivsih,y,83
सी०,,y,83
कटियार,Katiyar,,83
गुरू,Guru,,83
छतवाल,Chatval,,83
दिनेशचंद,Dineshchand,,83
प्रकाशचंद,Prakashchand,,83
प्रेमनरायन,Prem narayan,,83
बद्रीप्रसाद,Badri prasad,,83
रेखादेवी,Rekhadevi,,83
लाडो,Lado,,83
शबीना,Shabeena,,83
शायरा,Shayra,,83
निहालसिंह,Nihal singh,y,82
यूबीआइ्र,,y,82
रामेश्वरी,Rameshvari,y,82
इन्‍द्रवती,Indravati,,82
एस्‍टेट,Estate,,82
ग्रमीण,Gramin,,82
दीपेन्द्र,Dipendra,,82
फईम,Faim,,82
बद्री,Badri,,82
मंघरानी,Manghrani,,82
मंजेश,Manjesh,,82
श्रीप्रकाश,Shree prakash,,82
सुभाषचंद,Subhashchand,,82
स्‍वरूप,Swaroop,,82
हस्‍ताक्षरी,Hastakshari,,82
जोन,Jon,y,81
फूलसिंह,Ful singh,y,81
वृज,Vruj,y,81
अकीला,Akeela,,81
अनन्त,Anant,,81
अबधेश,Abdhesh,,81
अशाेक,Ashok,,81
ओबराय,Oberoi,,81
कावेरी,Kaveri,,81
किशनचन्द,Kishanchand,,81
कैलाशचंद,Kailashchand,,81
प्रतिनिधी,Pratinidhi,,81
फरहान,Farhan,,81
फहीम,Faheem,,81
फाइनेंस,Finance,,81
बीनू,Beenu,,81
मुकट,Mukat,,81
मुकीम,Mukeem,,81
मुकुट,Mukut,,81
मुकेशकुमार,Mukesh kumar,,81
युवराज,Yuvraj,,81
रहमत,Rahmat,,81
राघवेन्‍द्र,Raghvendra,,81
राबिया,Rabiya,,81
रोहिताश,Rohitash,,81
लतीफ,Latif,,81
विजयवीर,Vijayveer,,81
वेवी,Vevi,,81
श्रीजी,Shreeji,,81
हैदर,Haidar,,81
होम,Home,,81
मौर्य,Maury,y,80
लालसिह,Lalsih,y,80
अनुभव,Anubhav,,80
अल्पना,Alpana,,80
इन्दरजीत,Indarjeet,,80
कन्नौजिया,Kannojiya,,80
किशुन,Kishun,,80
जवाहरलाल,Jawaharlal,,80
टिन्कू,Tinku,,80
दाऊ,Dau,,80
दुलीचन्द,Dulichand,,80
नमिता,Namita,,80
निकिता,Nikita,,80
प्रबंध,Prabandh,,80
बर्ष,Barsh,,80
बैनाडा,Bainada,,80
भूपेश,Bhupesh,,80
मुस्कान,Muskan,,80
लीना,Leena,,80
लोहरे,Lohre,,80
वरुण,Varun,,80
वरून,Varun,,80
सलूजा,Saluja,,80
सिमरन,Simran,,80
सुखपाल,Sukhpal,,80
सुधाकर,Sudhakar,,80
अंजलि,Anjali,,79
अन्सार,Ansar,,79
अम्बिका,Ambika,,79
कृष्णमुरारी,Krishna murari,,79
कृष्णानन्द,Krishna nand,,79
कोल्‍ड,Cold,,79
गनेशचन्द,Ganeshchand,,79
गिरिजा,Girija,,79
जनसेवा,Janseva,,79
तमोरी,Tamori,,79
तरुण,Tarun,,79
दानवीर,Danveer,,79
पूर्णिमा,Purnima,,79
भिक्की,Bhikki,,79
मगन,Magan,,79
मदनमोहन,Madan mohan,,79
लोटन,Lotan,,79
शैली,Shaili,,79
सहमतिकर्ता,Sahmatikarta,,79
सुखवीरी,Sukhveeri,,79
होम्‍स,Homes,,79
संर,sir,y,78
अजमेर,Ajmer,,78
आशू,Aashu,,78
खलील,Khalil,,78
गनेशी,Ganeshi,,78
गोरव,Gorav,,78
चोखेलाल,Chokhelal,,78
तपन,Tapan,,78
नित्यकिशोर,Nity kishor,,78
प्रमोदकुमार,Pramod kumar,,78
मखीजा,Makhija,,78
महेशचन्‍द,Maheshchand,,78
मिर्जा,Mirja,,78
यूसुफ,Yusuf,,78
लालता,Lalta,,78
शाखा,Shakha,,78
शुक्‍ला,Shukla,,78
सत्यम,Satyam,,78
सन्तोषी,Santoshi,,78
हज्जन,Hajjan,,78
खॉं,Khan,Y,77
प्रोपटैक,proptech,y,77
बेेक,Bake,y,77
रतनसिंह,Ratan singh,y,77
इलियास,Iliyas,,77
कम्पूरी,Kampoori,,77
किरण,Kiran,,77
गोरे,Gore,,77
चक्रवर्ती,Chakravarti,,77
छुटटन,Chuttan,,77
जयन्त,Jayant,,77
नारंग,Narang,,77
फूलमाला,Fulmala,,77
बविता,Bavita,,77
मंगो,Mango,,77
मोहनानी,Mohnani,,77
राजाबाबू,Rajababu,,77
लल्लू,Lallu,,77
विद्यादेवी,Vidyadevi,,77
समर,Samar,,77
विजेन्द्रसिंह,Vijendra singh,y,76
जैराम,Jairam,,76
ज्वाला,Jwala,,76
टंडन,Tandon,,76
डंग,Dang,,76
पन्ना,Pana,,76
बचन,Bachan,,76
भूपेंद्र,Bhupendra,,76
मंगेश,Mangesh,,76
राजबाला,Rajbala,,76
रिद्धि,Riddhi,,76
वैशाली,Vaishali,,76
ससीबी,Saseebi,,76
सिघल,Sighal,,76
सुभाषचन्द्र,Subhashchandra,,76
हाईट्स,Heights,,76
नवलसिंह,Naval singh,y,75
पीतमसिंह,Peetam singh,y,75
अबरार,Abrar,,75
खूबचन्द,Khubchand,,75
गिरधर,Girdhar,,75
गुन्जन,Gunjan,,75
गुलाम,Gulam,,75
गोपालदास,Gopaldas,,75
दुआ,Duaa,,75
प्रेमदत्त,Prem datt,,75
प्रोपराइटर,proprietor,,75
फारूख,Farukh,,75
रानू,Ranu,,75
राव,Rav,,75
सराेज,Saroj,,75
सोसाइटी,Society,,75
हरगोविन्द,Har govind,,75
हरदेव,Hardev,,75
हेमवती,Hemvati,,75
कप्‍तान,Kaptan,y,74
गिर्राजसिंह,Girraj singh,y,74
दिमानसिंह,Diman singh,y,74
अॉफ,Of,,74
इन्‍फ्रास्‍ट्रक्‍चर्स,Infrastructures,,74
कला,Kala,,74
कोचर,Kochar,,74
जैतून,Jaitun,,74
नाहिद,Nahid,,74
पूरनचंद,Pooranchand,,74
प्रबल,Prabal,,74
फरीदा,Farida,,74
मिथुन,Mithun,,74
रामराज,Ramraj,,74
रोहतान,Rohtan,,74
वाला,Vala,,74
हम्बीर,Hambeer,,74
निरंजनसिंह,Niranjan singh,y,73
बृजलाल,Brijlal,y,73
म,M,y,73
मुईन,Muin,y,73
सिडिकैंट,,y,73
अक्षत,Akshat,,73
अलीम,Alim,,73
अार्यावर्त,Aaryavart,,73
इकराम,Ikram,,73
कटोरी,Katori,,73
केशर,Keshar,,73
धाकड़,Dhakad,,73
नसीर,Naseer,,73
नायक,Nayak,,73
पवार,Pawar,,73
बैंंक,Bank,,73
माधवी,Madhavi,,73
रामदुलारे,Ram dulare,,73
शम्सी,Shamsi,,73
हंसा,Hansa,,73
आ०,,y,72
कर्नल,Kernel,y,72
स्मृति,Smruti,y,72
अरोड़ा,Aroda,,72
आसमा,Aasma,,72
उदल,Udal,,72
कमर,Kamar,,72
कुमकुम,Kumkum,,72
गैलेक्‍सी,Galaxy,,72
छीतो,Chito,,72
जग्गी,Jaggi,,72
तनु,Tanu,,72
प्यारेलाल,Pyarelal,,72
मूलचन्द्र,Mulchandra,,72
रस्तोगी,Rastogi,,72
राजनश्री,Rajanshree,,72
शिब्बो,Shibbo,,72
सूखा,Sukha,,72
हरवंश,Harvansh,,72
उ०प्र०सह०ग्राम,UP Co-operative gram,y,71
महेन्द्रसिह,Mahendrasih,y,71
अजमेरी,Ajmeri,,71
किलेदार,Kiledar,,71
खेतपाल,Khetpal,,71
गूजर,Goojar,,71
जुनेजा,Juneja,,71
टाउन,Town,,71
परमजीत,Paramjeet,,71
पारुल,Parul,,71
प्रतिपाल,Pratipal,,71
बवीता,Bavita,,71
भोजवानी,Bhojvani,,71
मल,Mal,,71
महेंद्र,Mahendra,,71
मुन्नेश,Munnesh,,71
मोहसिन,Mohsin,,71
रजनेश,Rajnesh,,71
रवीना,Raveena,,71
लवली,Lovely,,71
लोकमन,Lokman,,71
शैतान,Shaitan,,71
गौड़,Gaud,y,70
फीनवैस्ट,Finvest,y,70
भगवानसिह,Bhagvan sih,y,70
मुख्त्यारेआम,Mukhtyare aam,y,70
सिघंल,Sighanal,y,70
हेतसिंह,Het singh,y,70
आफताब,Aaftab,,70
उत्कर्ष,Utkarsh,,70
एचडीएफसी,HDFC,,70
कृपा,Krupa,,70
क्रष्ण,Krashn,,70
ख्यालीराम,Khyaliram,,70
गुड़िया,Gudiya,,70
जनकश्री,Janak shree,,70
जसविन्दर,Jasvindar,,70
तारिक,Tarik,,70
थापर,Thapar,,70
नैपाल,Naipal,,70
पोप,Pop,,70
प्रभारी,Prabhari,,70
प्रेमादेवी,Premadevi,,70
राजवाला,Rajvala,,70
विद्यावती,Vidyavati,,70
विनोदकुमारी,Vinod kumari,,70
शकुन,Shakun,,70
शिवशक्ति,Shiv shakti,,70
सजय,Sajay,,70
साझीदार,Sajhidar,,70
सादिक,Sadik,,70
सिम्मी,Simmi,,70
सुदीप,Sudeep,,70
हरीदास,Haridas,,70
हंस,Hans,,70
आविद,Aavid,,69
इन्टरनेशनल,Enternational,,69
इंफ्राटेक,Infra tech,,69
उमेशचन्द,Umeshchand,,69
करीरा,Karira,,69
कॉलेज,College,,69
गनेशीलाल,Ganeshilal,,69
जीनत,Jinat,,69
जैगारा,Jaigara,,69
दीपाली,Deepali,,69
नन्दा,Nanda,,69
रघुनन्दन,Raghu nandan,,69
रामपति,Rampati,,69
रामशरन,Ram sharan,,69
लोकेन्‍द्र,Lokendra,,69
वारसी,Varsi,,69
विजयरानी,Vijay rani,,69
शिवनारायन,Shiv narayan,,69
संगम,Sangam,,69
उदयसिंह,Uday singh,y,68
अयूब,Ayub,,68
औतार,Autar,,68
कटारिया,Katariya,,68
गुलजार,Guljar,,68
दयानन्द,Dayanand,,68
पाण्‍डेय,Pandey,,68
पुष्पाजलि,Pushpajali,,68
फरमान,Farman,,68
बन्दना,Bandna,,68
बिहार,Bihar,,68
मुखत्यार,Muktyar,,68
रघुवर,Raghuvar,,68
रामवावू,Ramvavu,,68
शशिकान्त,Shashikant,,68
शास्त्री,Shastri,,68
सिद्धी,Siddhi,,68
सेठिया,Sethiya,,68
सोम,Som,,68
हरदयाल,Hardayal,,68
कुरेशी,Qureshi,y,67
पार्श्वनाथ,Parshvanath,y,67
शेरसिंह,Sher singh,y,67
सुल्तानसिंह,Sultan singh,y,67
अब्‍दुल,Abdul,,67
अमरवती,Amarvati,,67
आईकॉन,Icon,,67
इन्दु,Indu,,67
क,Ka,,67
खेमचंद,Khemchand,,67
जयमाला,Jaymala,,67
जाविद,Javid,,67
जिन्‍दल,Jindal,,67
जौहर,Jauhar,,67
